route_stop_id,route_id,request_id,client_id,sequence_index,planned_arrival,planned_departure,actual_arrival,actual_departure,wait_time_minutes,service_duration_minutes,distance_from_prev_km,travel_time_from_prev_minutes,status,failure_reason,left_at_door,signature_captured,driver_notes
STP-00567,RTE-0037,REQ-00813,CLI-0491,11,2026-04-09 12:14:00,2026-04-09 12:25:00,2026-04-09 14:00:00,2026-04-09 14:12:00,0,11,10.13,24,completed,,False,True,
STP-00568,RTE-0037,REQ-00516,CLI-0369,12,2026-04-09 12:41:00,2026-04-09 12:50:00,2026-04-09 08:25:00,2026-04-09 08:31:00,0,9,6.72,16,completed,,False,True,
STP-00569,RTE-0037,REQ-00070,CLI-0171,13,2026-04-09 12:53:00,2026-04-09 12:59:00,2026-04-09 10:50:00,2026-04-09 10:55:00,0,6,1.51,3,completed,,False,True,
STP-00570,RTE-0037,REQ-00292,CLI-0308,14,2026-04-09 13:14:00,2026-04-09 13:20:00,2026-04-09 15:14:00,2026-04-09 15:19:00,0,6,6.56,15,completed,,False,False,
STP-00571,RTE-0037,REQ-01115,CLI-0177,15,2026-04-09 13:42:00,2026-04-09 13:50:00,2026-04-09 15:56:00,2026-04-09 16:04:00,0,8,9.45,22,completed,,False,True,
STP-00572,RTE-0037,REQ-01443,CLI-0109,16,2026-04-09 14:05:00,2026-04-09 14:13:00,2026-04-09 12:32:00,2026-04-09 12:39:00,0,8,6.29,15,completed,,False,True,
STP-00573,RTE-0037,REQ-01178,CLI-0230,17,2026-04-09 14:35:00,2026-04-09 14:42:00,2026-04-09 13:54:00,2026-04-09 14:00:00,0,7,9.22,22,completed,,False,True,
STP-00574,RTE-0037,REQ-00985,CLI-0204,18,2026-04-09 14:46:00,2026-04-09 14:53:00,2026-04-09 14:16:00,2026-04-09 14:24:00,0,7,1.73,4,completed,,True,False,
STP-00575,RTE-0037,REQ-01409,CLI-0070,19,2026-04-09 15:10:00,2026-04-09 15:17:00,2026-04-09 14:55:00,2026-04-09 15:01:00,0,7,7.36,17,completed,,True,False,
STP-00576,RTE-0037,REQ-01974,CLI-0337,20,2026-04-09 15:20:00,2026-04-09 15:28:00,,,0,8,1.55,3,rerouted,wrong_vehicle_type,False,False,
STP-00577,RTE-0037,REQ-00992,CLI-0185,21,2026-04-09 15:30:00,2026-04-09 15:35:00,2026-04-09 12:24:00,2026-04-09 12:27:00,0,5,0.91,2,no_answer,buzzer_failed,False,False,
STP-00578,RTE-0039,REQ-01247,CLI-0404,1,2026-03-27 09:10:00,2026-03-27 09:18:00,2026-03-27 14:35:00,2026-03-27 14:46:00,0,8,2.42,5,completed,,False,True,
STP-00579,RTE-0039,REQ-01098,CLI-0208,2,2026-03-27 09:27:00,2026-03-27 09:32:00,2026-03-27 14:58:00,2026-03-27 15:05:00,0,5,4.06,9,completed,,False,True,
STP-00580,RTE-0039,REQ-01329,CLI-0407,3,2026-03-27 09:45:00,2026-03-27 09:50:00,2026-03-27 10:43:00,2026-03-27 10:46:00,0,5,5.59,13,completed,,False,True,
STP-00581,RTE-0039,REQ-01596,CLI-0315,4,2026-03-27 10:05:00,2026-03-27 10:10:00,2026-03-27 11:02:00,2026-03-27 11:08:00,58,5,6.48,15,completed,,False,True,
STP-00582,RTE-0039,REQ-00437,CLI-0406,5,2026-03-27 10:30:00,2026-03-27 10:42:00,2026-03-27 11:29:00,2026-03-27 11:39:00,0,12,8.52,20,completed,,False,False,
STP-00583,RTE-0039,REQ-01588,CLI-0020,6,2026-03-27 10:48:00,2026-03-27 10:55:00,2026-03-27 11:42:00,2026-03-27 11:49:00,0,7,2.6,6,completed,,False,True,
STP-00584,RTE-0040,REQ-01465,CLI-0388,1,2026-04-15 08:32:00,2026-04-15 08:38:00,2026-04-15 10:54:00,2026-04-15 11:00:00,0,6,2.97,7,no_answer,buzzer_failed,False,False,Delivered to neighbor per instructions
STP-00585,RTE-0040,REQ-00830,CLI-0157,2,2026-04-15 08:57:00,2026-04-15 09:04:00,2026-04-15 11:13:00,2026-04-15 11:19:00,2,7,8.17,19,completed,,False,False,
STP-00586,RTE-0040,REQ-01371,CLI-0017,3,2026-04-15 09:24:00,2026-04-15 09:31:00,2026-04-15 14:00:00,2026-04-15 14:05:00,0,7,8.61,20,completed,,False,False,
STP-00587,RTE-0040,REQ-00118,CLI-0177,4,2026-04-15 09:36:00,2026-04-15 09:41:00,2026-04-15 12:41:00,2026-04-15 12:44:00,0,5,2.18,5,completed,,False,True,
STP-00588,RTE-0040,REQ-01675,CLI-0233,5,2026-04-15 09:48:00,2026-04-15 10:00:00,2026-04-15 12:45:00,2026-04-15 12:55:00,0,12,2.96,7,completed,,False,True,
STP-00589,RTE-0041,REQ-01898,CLI-0418,1,2026-04-07 09:31:00,2026-04-07 09:42:00,2026-04-07 13:21:00,2026-04-07 13:30:00,0,11,0.91,2,completed,,False,True,
STP-00590,RTE-0041,REQ-00338,CLI-0404,2,2026-04-07 09:53:00,2026-04-07 10:00:00,2026-04-07 11:38:00,2026-04-07 11:44:00,0,7,4.91,11,completed,,False,False,
STP-00591,RTE-0041,REQ-00498,CLI-0412,3,2026-04-07 10:07:00,2026-04-07 10:14:00,2026-04-07 15:27:00,2026-04-07 15:32:00,0,7,3.13,7,completed,,False,False,Client chatty today
STP-00592,RTE-0041,REQ-00120,CLI-0238,4,2026-04-07 10:23:00,2026-04-07 10:32:00,2026-04-07 11:15:00,2026-04-07 11:25:00,0,9,3.95,9,completed,,False,True,
STP-00593,RTE-0041,REQ-00753,CLI-0203,5,2026-04-07 10:34:00,2026-04-07 10:39:00,2026-04-07 09:49:00,2026-04-07 09:56:00,0,5,0.31,2,completed,,True,False,
STP-00594,RTE-0041,REQ-01685,CLI-0363,6,2026-04-07 11:01:00,2026-04-07 11:06:00,2026-04-07 13:00:00,2026-04-07 13:03:00,0,5,9.37,22,completed,,False,False,
STP-00595,RTE-0041,REQ-01884,CLI-0113,7,2026-04-07 11:32:00,2026-04-07 11:38:00,,,0,6,11.12,26,rerouted,wrong_vehicle_type,False,False,
STP-00596,RTE-0041,REQ-01969,CLI-0146,8,2026-04-07 11:52:00,2026-04-07 11:59:00,2026-04-07 08:50:00,2026-04-07 08:57:00,0,7,5.94,14,completed,,False,False,
STP-00597,RTE-0042,REQ-01359,CLI-0289,1,2026-04-03 09:20:00,2026-04-03 09:25:00,,,0,5,1.05,2,cancelled,route_cancelled,False,False,
STP-00598,RTE-0042,REQ-01296,CLI-0002,2,2026-04-03 09:27:00,2026-04-03 09:34:00,,,0,7,1.12,2,cancelled,client_cancel,False,False,
STP-00599,RTE-0042,REQ-01084,CLI-0123,3,2026-04-03 09:36:00,2026-04-03 09:49:00,,,0,13,1.0,2,cancelled,route_cancelled,False,False,
STP-00600,RTE-0042,REQ-00994,CLI-0150,4,2026-04-03 09:57:00,2026-04-03 10:03:00,,,0,6,3.47,8,cancelled,client_cancel,False,False,
STP-00601,RTE-0042,REQ-00290,CLI-0143,5,2026-04-03 10:13:00,2026-04-03 10:19:00,,,0,6,4.41,10,cancelled,client_cancel,False,False,
STP-00602,RTE-0042,REQ-01112,CLI-0143,6,2026-04-03 10:21:00,2026-04-03 10:29:00,,,0,8,0.0,2,cancelled,route_cancelled,False,False,
STP-00603,RTE-0042,REQ-00551,CLI-0299,7,2026-04-03 10:42:00,2026-04-03 10:50:00,,,0,8,5.67,13,cancelled,route_cancelled,False,False,N/A
STP-00604,RTE-0042,REQ-00521,CLI-0294,8,2026-04-03 10:59:00,2026-04-03 11:04:00,,,0,5,3.97,9,cancelled,route_cancelled,False,False,
STP-00605,RTE-0042,REQ-01989,CLI-0030,9,2026-04-03 11:17:00,2026-04-03 11:23:00,,,0,6,5.63,13,cancelled,client_cancel,False,False,
STP-00606,RTE-0042,REQ-01287,CLI-0385,10,2026-04-03 11:41:00,2026-04-03 11:46:00,,,0,5,7.86,18,cancelled,route_cancelled,False,False,
STP-00607,RTE-0042,REQ-00365,CLI-0298,11,2026-04-03 11:50:00,2026-04-03 11:59:00,,,0,9,1.97,4,cancelled,client_cancel,False,False,
STP-00608,RTE-0042,REQ-00757,CLI-0434,12,2026-04-03 12:10:00,2026-04-03 12:19:00,,,0,9,4.61,11,cancelled,route_cancelled,False,False,
STP-00609,RTE-0042,REQ-01358,CLI-0305,13,2026-04-03 12:29:00,2026-04-03 12:37:00,,,0,8,4.21,10,cancelled,route_cancelled,False,False,
STP-00610,RTE-0042,REQ-01039,CLI-0412,14,2026-04-03 12:40:00,2026-04-03 12:48:00,,,0,8,1.45,3,cancelled,route_cancelled,False,False,
STP-00611,RTE-0042,REQ-00393,CLI-0085,15,2026-04-03 12:56:00,2026-04-03 13:01:00,,,0,5,3.61,8,cancelled,client_cancel,False,False,
STP-00612,RTE-0042,REQ-00337,CLI-0032,16,2026-04-03 13:09:00,2026-04-03 13:14:00,,,0,5,3.69,8,cancelled,client_cancel,False,False,Client chatty today
STP-00613,RTE-0042,REQ-01204,CLI-0283,17,2026-04-03 13:16:00,2026-04-03 13:25:00,,,0,9,1.05,2,cancelled,route_cancelled,False,False,
STP-00614,RTE-0042,REQ-00709,CLI-0308,18,2026-04-03 13:49:00,2026-04-03 13:54:00,,,0,5,10.28,24,cancelled,route_cancelled,False,False,
STP-00615,RTE-0042,REQ-00485,CLI-0088,19,2026-04-03 14:16:00,2026-04-03 14:22:00,,,0,6,9.24,22,cancelled,route_cancelled,False,False,
STP-00616,RTE-0042,REQ-01080,CLI-0249,20,2026-04-03 14:43:00,2026-04-03 14:53:00,,,0,10,9.05,21,cancelled,client_cancel,False,False,
STP-00617,RTE-0042,REQ-00537,CLI-0273,21,2026-04-03 14:56:00,2026-04-03 15:01:00,,,0,5,1.39,3,cancelled,client_cancel,False,False,
STP-00618,RTE-0042,REQ-00055,CLI-0176,22,2026-04-03 15:03:00,2026-04-03 15:13:00,,,0,10,1.1,2,cancelled,route_cancelled,False,False,
STP-00619,RTE-0042,REQ-00408,CLI-0290,23,2026-04-03 15:23:00,2026-04-03 15:30:00,,,0,7,4.55,10,cancelled,client_cancel,False,False,
STP-00620,RTE-0043,REQ-00524,CLI-0233,1,2026-04-14 08:19:00,2026-04-14 08:28:00,2026-04-14 13:37:00,2026-04-14 13:46:00,0,9,2.74,6,completed,,False,True,
STP-00621,RTE-0043,REQ-00866,CLI-0405,2,2026-04-14 08:44:00,2026-04-14 08:51:00,2026-04-14 14:04:00,2026-04-14 14:11:00,0,7,6.77,16,no_answer,buzzer_failed,False,False,
STP-00622,RTE-0043,REQ-00119,CLI-0493,3,2026-04-14 08:53:00,2026-04-14 09:03:00,2026-04-14 12:09:00,2026-04-14 12:19:00,0,10,1.0,2,completed,,False,True,
STP-00623,RTE-0043,REQ-00189,CLI-0235,4,2026-04-14 09:06:00,2026-04-14 09:11:00,2026-04-14 12:25:00,2026-04-14 12:31:00,0,5,1.39,3,completed,,False,True,
STP-00624,RTE-0043,REQ-00270,CLI-0025,5,2026-04-14 09:15:00,2026-04-14 09:23:00,2026-04-14 09:42:00,2026-04-14 09:50:00,0,8,2.07,4,completed,,False,True,Client chatty today
STP-00625,RTE-0043,REQ-01750,CLI-0147,6,2026-04-14 09:45:00,2026-04-14 09:55:00,,,0,10,9.22,22,rerouted,wrong_vehicle_type,False,False,
STP-00626,RTE-0044,REQ-01431,CLI-0487,1,2026-03-26 09:10:00,2026-03-26 09:18:00,2026-03-26 09:21:00,2026-03-26 09:26:00,0,8,0.95,2,completed,,False,True,
STP-00627,RTE-0044,REQ-00827,CLI-0289,2,2026-03-26 09:20:00,2026-03-26 09:31:00,2026-03-26 12:59:00,2026-03-26 13:11:00,0,11,0.1,2,completed,,False,False,
STP-00628,RTE-0044,REQ-00238,CLI-0002,3,2026-03-26 09:33:00,2026-03-26 09:41:00,2026-03-26 09:41:00,2026-03-26 09:50:00,0,8,1.12,2,completed,,False,True,
STP-00629,RTE-0044,REQ-00628,CLI-0123,4,2026-03-26 09:43:00,2026-03-26 09:50:00,2026-03-26 09:53:00,2026-03-26 09:58:00,0,7,1.0,2,completed,,False,False,
STP-00630,RTE-0044,REQ-01347,CLI-0233,5,2026-03-26 09:55:00,2026-03-26 10:00:00,2026-03-26 08:33:00,2026-03-26 08:38:00,0,5,2.24,5,completed,,False,False,
STP-00631,RTE-0044,REQ-01167,CLI-0229,6,2026-03-26 10:11:00,2026-03-26 10:22:00,2026-03-26 12:48:00,2026-03-26 13:00:00,0,11,4.99,11,completed,,False,True,
STP-00632,RTE-0044,REQ-01666,CLI-0070,7,2026-03-26 10:27:00,2026-03-26 10:34:00,2026-03-26 14:55:00,2026-03-26 15:01:00,0,7,2.34,5,no_answer,buzzer_failed,False,False,
STP-00633,RTE-0044,REQ-00169,CLI-0337,8,2026-03-26 10:37:00,2026-03-26 10:44:00,,,0,7,1.55,3,rerouted,wrong_vehicle_type,False,False,Client chatty today
STP-00634,RTE-0044,REQ-01103,CLI-0054,9,2026-03-26 10:46:00,2026-03-26 10:59:00,2026-03-26 12:04:00,2026-03-26 12:19:00,0,13,0.47,2,completed,,False,True,
STP-00635,RTE-0044,REQ-00010,CLI-0207,10,2026-03-26 11:02:00,2026-03-26 11:11:00,2026-03-26 12:22:00,2026-03-26 12:35:00,0,9,1.52,3,completed,,False,True,Left meal on counter
STP-00636,RTE-0044,REQ-01448,CLI-0191,11,2026-03-26 11:33:00,2026-03-26 11:42:00,2026-03-26 10:45:00,2026-03-26 10:52:00,0,9,9.51,22,completed,,True,False,
STP-00637,RTE-0044,REQ-01425,CLI-0144,12,2026-03-26 11:58:00,2026-03-26 12:03:00,2026-03-26 11:09:00,2026-03-26 11:12:00,0,5,6.72,16,completed,,False,True,
STP-00638,RTE-0044,REQ-00344,CLI-0089,13,2026-03-26 12:28:00,2026-03-26 12:34:00,2026-03-26 08:22:00,2026-03-26 08:28:00,0,6,10.82,25,completed,,False,False,
STP-00639,RTE-0044,REQ-00198,CLI-0077,14,2026-03-26 13:04:00,2026-03-26 13:12:00,,,0,8,12.89,30,cancelled,route_cancelled,False,False,
STP-00640,RTE-0044,REQ-00579,CLI-0499,15,2026-03-26 13:15:00,2026-03-26 13:20:00,,,0,5,1.27,3,rerouted,vehicle_capacity,False,False,
STP-00641,RTE-0044,REQ-00916,CLI-0445,16,2026-03-26 13:26:00,2026-03-26 13:34:00,2026-03-26 10:18:00,2026-03-26 10:27:00,0,8,2.67,6,completed,,False,False,
STP-00642,RTE-0045,REQ-01619,CLI-0419,1,2026-04-06 09:31:00,2026-04-06 09:37:00,2026-04-06 09:54:00,2026-04-06 09:59:00,0,6,0.94,2,completed,,False,False,
STP-00643,RTE-0045,REQ-01610,CLI-0191,2,2026-04-06 09:42:00,2026-04-06 09:49:00,2026-04-06 10:09:00,2026-04-06 10:18:00,0,7,2.36,5,completed,,False,True,
STP-00644,RTE-0045,REQ-01186,CLI-0121,3,2026-04-06 09:54:00,2026-04-06 10:04:00,2026-04-06 14:16:00,2026-04-06 14:23:00,0,10,2.36,5,no_answer,buzzer_failed,False,False,
STP-00645,RTE-0045,REQ-01223,CLI-0022,4,2026-04-06 10:17:00,2026-04-06 10:26:00,2026-04-06 14:41:00,2026-04-06 14:51:00,0,9,5.53,13,completed,,False,False,
STP-00646,RTE-0045,REQ-01447,CLI-0283,5,2026-04-06 10:39:00,2026-04-06 10:45:00,2026-04-06 08:39:00,2026-04-06 08:43:00,0,6,5.78,13,completed,,False,True,
STP-00647,RTE-0045,REQ-01502,CLI-0096,6,2026-04-06 10:51:00,2026-04-06 10:57:00,2026-04-06 08:57:00,2026-04-06 09:06:00,258,6,2.58,6,no_answer,buzzer_failed,False,False,
STP-00648,RTE-0045,REQ-01059,CLI-0156,7,2026-04-06 11:12:00,2026-04-06 11:21:00,2026-04-06 12:49:00,2026-04-06 13:01:00,0,9,6.43,15,completed,,False,True,
STP-00649,RTE-0045,REQ-01864,CLI-0203,8,2026-04-06 11:33:00,2026-04-06 11:38:00,2026-04-06 11:15:00,2026-04-06 11:18:00,0,5,5.4,12,completed,,False,False,Left meal on counter
STP-00650,RTE-0045,REQ-01621,CLI-0231,9,2026-04-06 11:41:00,2026-04-06 11:49:00,2026-04-06 13:34:00,2026-04-06 13:40:00,0,8,1.43,3,no_answer,building_locked,False,False,
STP-00651,RTE-0045,REQ-01800,CLI-0058,10,2026-04-06 11:54:00,2026-04-06 12:02:00,2026-04-06 13:50:00,2026-04-06 13:59:00,0,8,2.14,5,completed,,False,True,
STP-00652,RTE-0045,REQ-01489,CLI-0308,11,2026-04-06 12:23:00,2026-04-06 12:28:00,2026-04-06 09:40:00,2026-04-06 09:44:00,0,5,8.87,21,completed,,False,True,
STP-00653,RTE-0045,REQ-01242,CLI-0119,12,2026-04-06 12:32:00,2026-04-06 12:39:00,2026-04-06 11:13:00,2026-04-06 11:19:00,0,7,1.83,4,completed,,False,False,
STP-00654,RTE-0045,REQ-01602,CLI-0357,13,2026-04-06 13:08:00,2026-04-06 13:19:00,2026-04-06 11:57:00,2026-04-06 12:08:00,0,11,12.41,29,completed,,False,True,"Called ahead, no answer"
STP-00655,RTE-0045,REQ-01312,CLI-0311,14,2026-04-06 13:23:00,2026-04-06 13:33:00,2026-04-06 13:03:00,2026-04-06 13:09:00,0,10,1.83,4,no_answer,building_locked,False,False,
STP-00656,RTE-0045,REQ-00951,CLI-0142,15,2026-04-06 13:35:00,2026-04-06 13:42:00,2026-04-06 13:13:00,2026-04-06 13:19:00,2,7,0.09,2,completed,,False,False,
STP-00657,RTE-0045,REQ-01526,CLI-0274,16,2026-04-06 14:01:00,2026-04-06 14:11:00,2026-04-06 11:05:00,2026-04-06 11:13:00,0,10,7.99,19,completed,,False,False,
STP-00658,RTE-0045,REQ-00021,CLI-0247,17,2026-04-06 14:13:00,2026-04-06 14:24:00,2026-04-06 11:17:00,2026-04-06 11:27:00,0,11,0.66,2,completed,,False,True,
STP-00659,RTE-0045,REQ-00411,CLI-0118,18,2026-04-06 14:28:00,2026-04-06 14:37:00,2026-04-06 11:37:00,2026-04-06 11:48:00,0,9,1.67,4,completed,,False,True,
STP-00660,RTE-0045,REQ-00350,CLI-0302,19,2026-04-06 14:43:00,2026-04-06 14:50:00,2026-04-06 12:54:00,2026-04-06 12:58:00,0,7,2.52,6,completed,,False,True,
STP-00661,RTE-0046,REQ-01788,CLI-0002,1,2026-04-12 08:24:00,2026-04-12 08:30:00,2026-04-12 08:51:00,2026-04-12 08:58:00,69,6,1.4,3,completed,,False,True,
STP-00662,RTE-0046,REQ-01925,CLI-0084,2,2026-04-12 08:35:00,2026-04-12 08:48:00,2026-04-12 09:08:00,2026-04-12 09:20:00,217,13,2.27,5,completed,,False,True,
STP-00663,RTE-0046,REQ-00004,CLI-0425,3,2026-04-12 08:55:00,2026-04-12 09:06:00,,,0,11,3.18,7,skipped,time_budget_exceeded,False,False,
STP-00664,RTE-0046,REQ-01955,CLI-0027,4,2026-04-12 09:16:00,2026-04-12 09:22:00,2026-04-12 15:01:00,2026-04-12 15:06:00,0,6,4.58,10,completed,,False,False,
STP-00665,RTE-0046,REQ-00567,CLI-0122,5,2026-04-12 09:40:00,2026-04-12 09:45:00,2026-04-12 08:52:00,2026-04-12 08:58:00,0,5,7.9,18,completed,,False,False,
STP-00666,RTE-0046,REQ-00793,CLI-0129,6,2026-04-12 09:47:00,2026-04-12 09:55:00,2026-04-12 11:53:00,2026-04-12 12:01:00,0,8,0.85,2,completed,,False,False,Left meal on counter
STP-00667,RTE-0046,REQ-01961,CLI-0429,7,2026-04-12 10:19:00,2026-04-12 10:26:00,2026-04-12 12:27:00,2026-04-12 12:35:00,0,7,10.13,24,completed,,False,False,
STP-00668,RTE-0046,REQ-00431,CLI-0303,8,2026-04-12 10:39:00,2026-04-12 10:44:00,,,0,5,5.44,13,skipped,time_budget_exceeded,False,False,Client chatty today
STP-00669,RTE-0046,REQ-00500,CLI-0468,9,2026-04-12 10:46:00,2026-04-12 10:51:00,2026-04-12 11:39:00,2026-04-12 11:45:00,0,5,0.96,2,completed,,False,False,
STP-00670,RTE-0047,REQ-01703,CLI-0077,1,2026-03-29 09:00:00,2026-03-29 09:09:00,2026-03-29 14:40:00,2026-03-29 14:48:00,0,9,2.47,5,no_answer,buzzer_failed,False,False,
STP-00671,RTE-0047,REQ-01814,CLI-0201,2,2026-03-29 09:24:00,2026-03-29 09:34:00,2026-03-29 12:36:00,2026-03-29 12:44:00,0,10,6.54,15,completed,,False,True,
STP-00672,RTE-0047,REQ-01104,CLI-0429,3,2026-03-29 09:43:00,2026-03-29 09:50:00,2026-03-29 09:42:00,2026-03-29 09:46:00,0,7,3.87,9,completed,,True,False,
STP-00673,RTE-0047,REQ-00715,CLI-0210,4,2026-03-29 09:59:00,2026-03-29 10:06:00,2026-03-29 09:57:00,2026-03-29 10:02:00,0,7,4.09,9,completed,,False,False,
STP-00674,RTE-0048,REQ-01889,CLI-0403,1,2026-04-09 09:03:00,2026-04-09 09:09:00,2026-04-09 09:25:00,2026-04-09 09:36:00,0,6,2.1,5,completed,,False,True,
STP-00675,RTE-0048,REQ-01833,CLI-0301,2,2026-04-09 09:11:00,2026-04-09 09:21:00,2026-04-09 09:42:00,2026-04-09 09:54:00,138,10,0.1,2,completed,,False,True,
STP-00676,RTE-0048,REQ-00610,CLI-0370,3,2026-04-09 09:31:00,2026-04-09 09:42:00,2026-04-09 11:31:00,2026-04-09 11:39:00,0,11,4.43,10,completed,,False,False,
STP-00677,RTE-0048,REQ-00653,CLI-0140,4,2026-04-09 09:56:00,2026-04-09 10:03:00,2026-04-09 11:57:00,2026-04-09 12:01:00,0,7,5.92,14,completed,,False,True,
STP-00678,RTE-0048,REQ-00641,CLI-0017,5,2026-04-09 10:20:00,2026-04-09 10:27:00,2026-04-09 16:29:00,2026-04-09 16:36:00,0,7,7.31,17,completed,,False,False,
STP-00679,RTE-0048,REQ-01338,CLI-0390,6,2026-04-09 10:43:00,2026-04-09 10:50:00,2026-04-09 13:59:00,2026-04-09 14:07:00,0,7,6.71,16,no_answer,no_answer_at_door,False,False,
STP-00680,RTE-0048,REQ-00139,CLI-0003,7,2026-04-09 10:57:00,2026-04-09 11:07:00,2026-04-09 14:19:00,2026-04-09 14:30:00,0,10,3.21,7,completed,,False,False,
STP-00681,RTE-0048,REQ-00820,CLI-0376,8,2026-04-09 11:12:00,2026-04-09 11:22:00,2026-04-09 14:39:00,2026-04-09 14:48:00,0,10,2.09,5,completed,,False,True,Client chatty today
STP-00682,RTE-0049,REQ-01055,CLI-0355,1,2026-04-10 09:32:00,2026-04-10 09:38:00,,,0,6,8.34,20,rerouted,vehicle_capacity,False,False,
STP-00683,RTE-0051,REQ-01209,CLI-0359,1,2026-04-08 08:04:00,2026-04-08 08:09:00,2026-04-08 13:01:00,2026-04-08 13:06:00,0,5,1.93,4,completed,,False,False,"Called ahead, no answer"
STP-00684,RTE-0051,REQ-00076,CLI-0099,2,2026-04-08 08:11:00,2026-04-08 08:21:00,2026-04-08 11:00:00,2026-04-08 11:10:00,0,10,0.93,2,no_answer,building_locked,False,False,Left meal on counter
STP-00685,RTE-0051,REQ-00680,CLI-0234,3,2026-04-08 08:28:00,2026-04-08 08:39:00,2026-04-08 13:31:00,2026-04-08 13:37:00,0,11,2.98,7,completed,,False,False,
STP-00686,RTE-0051,REQ-01937,CLI-0268,4,2026-04-08 08:57:00,2026-04-08 09:05:00,2026-04-08 14:00:00,2026-04-08 14:07:00,0,8,7.67,18,completed,,False,False,
STP-00687,RTE-0051,REQ-01713,CLI-0109,5,2026-04-08 09:19:00,2026-04-08 09:24:00,2026-04-08 09:34:00,2026-04-08 09:37:00,0,5,5.87,14,completed,,False,False,
STP-00688,RTE-0052,REQ-01715,CLI-0371,1,2026-04-12 08:09:00,2026-04-12 08:15:00,2026-04-12 10:49:00,2026-04-12 10:55:00,0,6,2.36,5,completed,,False,True,
STP-00689,RTE-0052,REQ-01028,CLI-0056,2,2026-04-12 08:28:00,2026-04-12 08:36:00,2026-04-12 11:13:00,2026-04-12 11:26:00,0,8,5.69,13,completed,,False,True,
STP-00690,RTE-0052,REQ-00146,CLI-0018,3,2026-04-12 08:43:00,2026-04-12 08:52:00,2026-04-12 11:30:00,2026-04-12 11:39:00,0,9,3.3,7,completed,,False,True,
STP-00691,RTE-0053,REQ-00826,CLI-0135,1,2026-03-26 08:26:00,2026-03-26 08:37:00,2026-03-26 12:50:00,2026-03-26 13:00:00,0,11,3.36,8,completed,,False,True,
STP-00692,RTE-0053,REQ-01343,CLI-0337,2,2026-03-26 08:54:00,2026-03-26 09:03:00,2026-03-26 13:15:00,2026-03-26 13:25:00,0,9,7.23,17,completed,,False,True,
STP-00693,RTE-0054,REQ-01865,CLI-0352,1,2026-04-12 09:27:00,2026-04-12 09:38:00,2026-04-12 09:27:00,2026-04-12 09:38:00,198,11,0.94,2,completed,,True,False,Delivered to neighbor per instructions
STP-00694,RTE-0054,REQ-01628,CLI-0487,2,2026-04-12 09:41:00,2026-04-12 09:52:00,2026-04-12 09:39:00,2026-04-12 09:50:00,0,11,1.45,3,completed,,False,False,
STP-00695,RTE-0054,REQ-01895,CLI-0329,3,2026-04-12 09:56:00,2026-04-12 10:03:00,2026-04-12 09:59:00,2026-04-12 10:07:00,136,7,2.02,4,completed,,False,True,
STP-00696,RTE-0054,REQ-01676,CLI-0381,4,2026-04-12 10:07:00,2026-04-12 10:14:00,2026-04-12 13:24:00,2026-04-12 13:35:00,0,7,2.07,4,completed,,False,True,
STP-00697,RTE-0054,REQ-01280,CLI-0154,5,2026-04-12 10:16:00,2026-04-12 10:23:00,2026-04-12 13:37:00,2026-04-12 13:41:00,0,7,1.07,2,completed,,False,False,
STP-00698,RTE-0054,REQ-00369,CLI-0322,6,2026-04-12 10:25:00,2026-04-12 10:33:00,2026-04-12 13:47:00,2026-04-12 13:55:00,0,8,0.85,2,completed,,False,True,
STP-00699,RTE-0054,REQ-00850,CLI-0177,7,2026-04-12 10:40:00,2026-04-12 10:46:00,2026-04-12 12:40:00,2026-04-12 12:44:00,0,6,3.32,7,completed,,False,True,"Client using walker, door ajar"
STP-00700,RTE-0054,REQ-00615,CLI-0229,8,2026-04-12 10:59:00,2026-04-12 11:13:00,2026-04-12 13:00:00,2026-04-12 13:15:00,0,14,5.82,13,completed,,False,True,
STP-00701,RTE-0054,REQ-01746,CLI-0070,9,2026-04-12 11:18:00,2026-04-12 11:26:00,2026-04-12 10:12:00,2026-04-12 10:18:00,0,8,2.34,5,completed,,False,False,
STP-00702,RTE-0054,REQ-00207,CLI-0135,10,2026-04-12 11:41:00,2026-04-12 11:50:00,2026-04-12 10:36:00,2026-04-12 10:44:00,24,9,6.49,15,completed,,False,True,
STP-00703,RTE-0054,REQ-00797,CLI-0494,11,2026-04-12 11:52:00,2026-04-12 11:59:00,2026-04-12 09:03:00,2026-04-12 09:09:00,0,7,0.66,2,completed,,False,True,Delivered to neighbor per instructions
STP-00704,RTE-0054,REQ-00069,CLI-0039,12,2026-04-12 12:14:00,2026-04-12 12:22:00,,,0,8,6.39,15,skipped,weather,False,False,
STP-00705,RTE-0054,REQ-01295,CLI-0387,13,2026-04-12 12:29:00,2026-04-12 12:37:00,2026-04-12 08:44:00,2026-04-12 08:53:00,0,8,3.12,7,completed,,False,True,"Called ahead, no answer"
STP-00706,RTE-0054,REQ-01988,CLI-0158,14,2026-04-12 12:51:00,2026-04-12 13:00:00,2026-04-12 09:06:00,2026-04-12 09:16:00,0,9,6.05,14,completed,,False,True,
STP-00707,RTE-0054,REQ-01302,CLI-0188,15,2026-04-12 13:02:00,2026-04-12 13:12:00,2026-04-12 12:06:00,2026-04-12 12:13:00,0,10,0.95,2,completed,,False,False,
